annual_inspection_expiration,car_name,cards_unit,cltc_pure_electricity_endurance_mileage,configuration_highlights_text,drive_mode,engine,fuel_type,gearbox,insurance_expiration,price,price_tax,release_time,standard_capacity,standard_fast_charge,standard_slow_charge,transfer_times,vehicle_color,vehicle_level,warranty_expiration
2027-01,秦PLUS 2021款 EV 500KM 豪华型,1万公里／2023-01／合肥／2年会员,500km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 136马力 ,纯电动,自动,2026-01,9.73,16.48万,2025-02-19,57kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,紧凑型车,-
2026-12,广汽丰田bZ4X 2022款 X-MODE 四驱Ultra,3.2万公里／2022-12／合肥／1年会员,500km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 218马力 ,纯电动,自动,2025-12,12.78,31.24万,2025-03-13,67kwh,0.83小时,7小时,0次（以车辆登记证为准）,白色,中型SUV,-
2025-07,宋PLUS新能源 2023款 冠军版 EV 605KM 旗舰PLUS,1.33万公里／2023-08／合肥／2年会员,605km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,纯电动 218马力 ,纯电动,自动,2025-08,12.86,22.77万,2025-02-17,87kwh,0.46小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-10,海狮05 DM-i 2025款 DM-i 115KM旗舰型,0.09万公里／2024-10／合肥／2年会员,115km,后排出风口/车载空气净化器/车内PM2.5过滤装置/自适应远近光/OTA升级/车联网/蓝牙/车载电话/内置行车记录仪/全液晶仪表盘/无钥匙启动系统/电动后备厢/自动驻车/ISOFIX儿童座椅接口/主动刹车/主动安全系统/车道偏离预警系统/车道保持辅助系统/并线辅助,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-10,9.85,15.50万,2025-03-12,18kwh,0.57小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-7,理想L7 2024款 MAX,0.49万公里／2024-07／合肥／3年黑金会员,225km,,双电机四驱,增程式 154马力 ,增程式,自动,2025-7,25.20,35.80万,2025-03-12,43kwh,0.5小时,6.5小时,0次（以车辆登记证为准）,白色,中大型SUV,-
2026-01,宋PLUS新能源 2023款 冠军版 DM-i 110KM 旗舰PLUS,1.97万公里／2024-01／合肥／2年会员,85km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2024-12,10.13,18.43万,2025-03-10,18kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-06,秦L 2024款 DM-i 120KM超越型,0.3万公里／2024-06／合肥／2年会员,120km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-06,10.57,14.09万,2025-03-04,16kwh,0.42小时,2.5小时,0次（以车辆登记证为准）,黑色,中型车,-
2027-02,理想L9 2024款 Ultra,0.14万公里／2025-02／合肥／5年黄金会员,280km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 154马力 ,增程式,自动,2026-02,37.98,47.74万,2025-03-12,52kwh,0.42小时,7.9小时,0次（以车辆登记证为准）,银/灰色,大型SUV,-
2025-09,海豹 2023款 DM-i 1.5T 121km 旗舰型,0.95万公里／2023-09／合肥／2年会员,100km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2025-09,13.08,22.77万,2025-03-11,18kwh,-小时,-小时,1次（以车辆登记证为准）,黑色,中型车,-
2025-07,深蓝S07 2023款 200Max增程版,1.27万公里／2024-07／合肥／2年会员,200km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,增程式 95马力 ,增程式,自动,2025-02,11.81,18.44万,2025-03-11,32kwh,0.5小时,-小时,0次（以车辆登记证为准）,白色,中型SUV,-
2028-11,AION V 2021款 Plus 80 智享科技版 三元锂,3.43万公里／2022-08／合肥／3年黑金会员,600km,,前置前驱,纯电动 224马力 ,纯电动,自动,2023-12,12.34,23.29万,2025-03-11,80kwh,-小时,-小时,0次（以车辆登记证为准）,蓝色,紧凑型SUV,-
2026-10,宋Pro新能源 2025款 第二代 DM-i 115KM卓越型,0.11万公里／2024-10／合肥／2年会员,115km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-10,10.54,15.50万,2025-03-08,18kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2028-02,秦PLUS 2023款 冠军版 EV 420KM领先型,1.81万公里／2024-02／合肥／2年会员,420km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 136马力 ,纯电动,自动,2026-02,7.87,14.09万,2025-03-11,48kwh,-小时,-小时,1次（以车辆登记证为准）,白色,紧凑型车,-
2025-3,奔驰E级新能源 2023款 E 350 e L 插电式混合动力轿车,2.73万公里／2023-03／合肥／12年黑金会员,101km,并线辅助/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/无钥匙启动系统/方向盘换挡/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置后驱,2.0T 211马力 L4 ,插电混动,自动,2025-3,33.20,56.69万,2025-03-12,25kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中大型车,-
2026-07,宋PLUS新能源 2024款 荣耀版 EV 605km 旗舰PLUS,0.28万公里／2024-07／合肥／2年会员,605km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 218马力 ,纯电动,自动,2025-07,14.32,20.60万,2025-03-11,87kwh,0.46小时,-小时,0次（以车辆登记证为准）,黑色,紧凑型SUV,-
2025-08,宋PLUS新能源 2023款 冠军版 EV 605KM 旗舰PLUS,0.53万公里／2023-08／合肥／2年会员,605km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,纯电动 218马力 ,纯电动,自动,2025-08,13.53,22.77万,2025-03-04,87kwh,0.46小时,-小时,0次（以车辆登记证为准）,黑色,紧凑型SUV,-
2026-3,腾势D9 2022款 DM-i 970 四驱旗舰型,1.24万公里／2024-03／合肥／12年黑金会员,145km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,前置四驱,1.5T 139马力 L4 ,插电混动,自动,2025-3,29.90,48.39万,2025-03-13,40kwh,0.42小时,-小时,0次（以车辆登记证为准）,白色,,-
2026-01,哈弗H6新能源 2023款 DHT-PHEV 110KM 悦行版,2.82万公里／2024-01／合肥／2年会员,86km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,1.5T 154马力 L4 ,插电混动,自动,2026-01,9.45,18.43万,2025-02-19,20kwh,-小时,2.6小时,1次（以车辆登记证为准）,绿色,紧凑型SUV,-
2026-03,秦PLUS 2021款 DM-i 55KM 旗舰型,3.35万公里／2022-03／合肥／2年会员,46km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-03,5.86,13.87万,2025-03-10,8kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型车,-
2025-3,Cayenne新能源 2023款 Cayenne E-Hybrid 2.0T 铂金版,2.04万公里／2023-03／合肥／2年黑金会员,44km,胎压监测装置/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘换挡/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/后排出风口,前置四驱,2.0T 252马力 L4 ,插电混动,自动,2025-3,64.90,108.33万,2025-03-10,18kwh,-小时,-小时,0次（以车辆登记证为准）,白色,中大型SUV,-
2026-06,秦L 2024款 DM-i 120KM超越型,0.3万公里／2024-06／合肥／2年会员,120km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-06,10.61,14.09万,2025-03-04,16kwh,0.42小时,2.5小时,0次（以车辆登记证为准）,黑色,中型车,-
2026-06,海豹06新能源 2024款 DM-i 120KM旗舰型,0.5万公里／2024-06／合肥／2年会员,120km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-06,9.84,15.17万,2025-03-11,16kwh,0.42小时,2.5小时,0次（以车辆登记证为准）,白色,中型车,-
2025-4,Cayenne新能源 2023款 Cayenne E-Hybrid 2.0T 铂金版,3.5万公里／2023-04／合肥／12年黑金会员,44km,胎压监测装置/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘换挡/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/后排出风口,前置四驱,2.0T 252马力 L4 ,插电混动,自动,2025-4,63.60,108.33万,2025-03-07,18kwh,-小时,-小时,0次（以车辆登记证为准）,白色,中大型SUV,-
2025-01,腾势D9 2022款 DM-i 945 豪华型,4.46万公里／2023-01／合肥／2年会员,43km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2025-12,22.75,36.45万,2025-03-04,11kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,,-
2025-3,问界M7 2024款 1.5T 智驾四驱Max版 5座,2.35万公里／2024-03／合肥／3年黑金会员,210km,,双电机四驱,增程式 152马力 ,增程式,自动,2025-3,23.60,33.63万,2025-02-23,40kwh,0.5小时,5小时,0次（以车辆登记证为准）,白色,中大型SUV,-
2026-5,岚图FREE 2024款 超长续航智驾版,0.93万公里／2024-05／合肥／3年黑金会员,210km,,双电机四驱,增程式 150马力 ,增程式,自动,2025-1,17.03,28.97万,2025-02-06,39kwh,0.43小时,5.7小时,1次（以车辆登记证为准）,黑色,中大型SUV,-
2026-07,Model 3 2022款 后轮驱动版,5万公里／2022-07／合肥／7年会员,556km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 264马力 ,纯电动,自动,2025-07,13.98,25.17万,2024-10-16,60kwh,1小时,10小时,1次（以车辆登记证为准）,黑色,中型车,-
2025-07,深蓝S07 2023款 S7i 200Max增程版,5万公里／2023-07／合肥／3年黄金会员,200km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,增程式 95马力 ,增程式,自动,2025-07,9.58,20.07万,2025-03-11,32kwh,0.5小时,-小时,0次（以车辆登记证为准）,黄/橙色,中型SUV,-
2026-04,长安UNI-Z新能源 2024款 蓝鲸智电iDD 125km 超越型,1.2万公里／2024-04／合肥／2年黄金会员,125km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 98马力 L4 ,插电混动,自动,2025-04,9.98,13.56万,2025-03-10,18kwh,0.5小时,-小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2026-3,理想L9 2023款 Pro,2.24万公里／2024-03／合肥／12年黑金会员,215km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 154马力 ,增程式,自动,2025-3,33.30,46.65万,2025-03-10,43kwh,0.5小时,6.5小时,0次（以车辆登记证为准）,黑色,大型SUV,-
2027-2,奥迪A6L新能源 2020款 55 TFSI e quattro,6.96万公里／2021-02／合肥／3年黑金会员,44km,,前置四驱,2.0T 252马力 L4 ,插电混动,自动,2026-2,22.60,55.14万,2025-03-07,14kwh,-小时,-小时,1次（以车辆登记证为准）,其它,中大型车,-
2026-01,飞凡ER6 2021款 新动版 620km 智享版,12.55万公里／2022-01／合肥／1年会员,620km,,前置前驱,纯电动 184马力 ,纯电动,自动,2024-12,5.58,20.06万,2025-03-10,70kwh,0.5小时,12小时,2次（以车辆登记证为准）,白色,紧凑型车,-
2027-02,理想L9 2022款 Max,1.6万公里／2023-02／合肥／8年钻石会员,215km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 154马力 ,增程式,自动,2026-02,32.98,49.91万,2025-03-11,43kwh,0.5小时,6.5小时,1次（以车辆登记证为准）,银/灰色,大型SUV,-
2026-3,坦克700新能源 2024款 Hi4-T 极境版,0.51万公里／2024-03／合肥／2年黑金会员,90km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/中央差速器锁止/无钥匙启动系统/方向盘换挡/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,前置四驱,3.0T 360马力 V6 ,插电混动,自动,2025-3,43.98,50.80万,2025-03-02,37kwh,0.4小时,6.5小时,0次（以车辆登记证为准）,银/灰色,中大型SUV,-
2026-05,北京EU5 2022款 网约出行版,15万公里／2022-05／合肥／6年会员,401km,ISOFIX儿童座椅接口/无钥匙启动系统/全液晶仪表盘/OTA升级/车内PM2.5过滤装置,前置前驱,纯电动 163马力 ,纯电动,自动,2025-05,4.68,16.16万,2025-02-11,0kwh,0.5小时,8.5小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2026-12,宝马iX3 2022款 改款 创领型,4.5万公里／2022-12／合肥／2年会员,535km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2025-12,14.80,48.30万,2025-03-12,80kwh,0.75小时,7.5小时,1次（以车辆登记证为准）,黑色,中型SUV,-
2025-08,Model Y 2022款 改款 后轮驱动版,1.9万公里／2023-08／合肥／2年会员,545km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 264马力 ,纯电动,自动,2025-08,13.98,28.65万,2025-02-25,60kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2025-12,大众ID.3 2021款 Pure 纯净版,4万公里／2021-12／合肥／4年会员,430km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器,后置后驱,纯电动 170马力 ,纯电动,自动,2025-12,6.98,17.35万,2025-02-11,57kwh,0.67小时,8.5小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2026-03,问界M5 2022款 增程四驱性能版,5.62万公里／2022-03／合肥／1年会员,150km,,双电机四驱,增程式 125马力 ,增程式,自动,2025-03,11.58,32.00万,2025-03-07,40kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-12,理想L7 2024款 MAX,0.15万公里／2024-12／合肥／2年黑金会员,225km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 154马力 ,增程式,自动,2025-12,26.98,35.80万,2025-03-12,43kwh,0.5小时,6.5小时,0次（以车辆登记证为准）,黑色,中大型SUV,-
2026-2,理想L9 2024款 Pro,1.6万公里／2024-02／合肥／2年黑金会员,280km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 154马力 ,增程式,自动,2026-2,32.99,44.48万,2025-03-11,52kwh,0.42小时,7.9小时,0次（以车辆登记证为准）,黑色,大型SUV,-
2026-04,理想L9 2023款 Pro,1万公里／2024-04／合肥／8年钻石会员,215km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 154马力 ,增程式,自动,2025-04,31.98,46.65万,2025-03-11,43kwh,0.5小时,6.5小时,0次（以车辆登记证为准）,绿色,大型SUV,-
2025-06,Model X 2016款 Model X 75D,13.5万公里／2018-06／合肥／2年会员,406km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 525马力 ,纯电动,自动,2025-06,14.98,86.49万,2025-01-16,75kwh,1小时,10小时,2次（以车辆登记证为准）,白色,中大型SUV,-
2026-09,AION Y 2022款 Plus 70 乐享版,14.9万公里／2022-09／合肥／1年会员,510km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 204马力 ,纯电动,自动,2025-09,5.98,15.17万,2025-01-02,64kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-06,Model Y 2024款 长续航全轮驱动版,0.8万公里／2024-06／合肥／2年会员,688km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 450马力 ,纯电动,自动,2025-06,17.58,31.58万,2025-03-02,78kwh,1小时,10小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-12,享界S9 2024款 Ultra 四驱旗舰版,0.01万公里／2024-12／合肥／11年会员,721km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 530马力 ,纯电动,自动,2025-12,35.19,48.82万,2025-03-07,100kwh,0.25小时,11小时,1次（以车辆登记证为准）,黑色,中大型车,-
2025-10,VELITE 5 2017款 都市增程型,7万公里／2018-10／合肥／5年黄金会员,116km,胎压监测装置/ISOFIX儿童座椅接口/倒车影像/定速巡航/无钥匙启动系统/无钥匙进入系统/全液晶仪表盘/蓝牙/车载电话/手机互联/映射/车联网/防紫外线玻璃,前置前驱,增程式 106马力 ,增程式,自动,2025-10,4.98,28.85万,2024-12-23,18kwh,,4.7小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2026-08,欧拉好猫 2022款 莫兰迪版 400km标准续航 尊贵型 磷酸铁锂,5.9万公里／2022-08／合肥／6年会员,401km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光,前置前驱,纯电动 143马力 ,纯电动,自动,2025-08,6.68,16.39万,2025-02-21,48kwh,0.5小时,8小时,0次（以车辆登记证为准）,红/紫色,小型车,-
2025-11,问界M7 2024款 1.5T 后驱Plus版 5座,2.7万公里／2023-11／合肥／6年会员,240km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,后置后驱,增程式 152马力 ,增程式,自动,2024-11,18.68,27.12万,2025-03-13,40kwh,0.5小时,5小时,0次（以车辆登记证为准）,黑色,中大型SUV,-
2027-02,领克09新能源 2023款 2.0TD EM-P 远航版PM 六座,3.3万公里／2023-02／合肥／5年黄金会员,190km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置四驱,2.0T 254马力 L4 ,插电混动,自动,2026-02,21.88,37.97万,2025-03-02,40kwh,0.47小时,-小时,1次（以车辆登记证为准）,黑色,中大型SUV,-
