annual_inspection_expiration,car_name,cards_unit,cltc_pure_electricity_endurance_mileage,configuration_highlights_text,drive_mode,engine,fuel_type,gearbox,insurance_expiration,price,price_tax,release_time,standard_capacity,standard_fast_charge,standard_slow_charge,transfer_times,vehicle_color,vehicle_level,warranty_expiration
2024-12,Model 3 2020款 改款 标准续航后驱升级版,13.9万公里／2020-12／南京／2年黄金会员,468km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2024-12,10.98,29.28万,2024-11-15,55kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2025-05,Model 3 2022款 后轮驱动版,1.9万公里／2023-05／南京／6年黄金会员,556km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/倒车影像/全景摄像头/自动驻车/定速巡航/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 264马力 ,纯电动,自动,2025-05,16.50,25.17万,2024-11-29,60kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2026-06,东风本田M-NV 2021款 尚逸版,7.8万公里／2022-06／南京／11年黄金会员,480km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网,前置前驱,纯电动 163马力 ,纯电动,自动,2025-06,6.38,17.35万,2025-03-13,61kwh,0.5小时,10小时,0次（以车辆登记证为准）,蓝色,小型SUV,-
2025-07,Model 3 2021款 标准续航后驱升级版 3D6,4.3万公里／2021-07／南京／6年会员,468km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2025-07,13.50,27.32万,2025-02-26,55kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2025-02,蔚来ET5 2022款 75kWh,3.2万公里／2023-02／南京／2年会员,560km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-02,18.50,32.35万,2025-03-04,75kwh,0.5小时,-小时,1次（以车辆登记证为准）,蓝色,中型车,-
2026-02,极氪X 2023款 后驱YOU版 4座,0.5万公里／2024-02／南京／1年会员,560km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,纯电动 272马力 ,纯电动,自动,2026-02,12.18,22.77万,2025-03-10,66kwh,-小时,-小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2026-3,问界M7 2024款 1.5T 智驾四驱Max版 5座,2.36万公里／2024-03／南京／1年黑金会员,210km,,双电机四驱,增程式 152马力 ,增程式,自动,2026-3,24.00,33.63万,2025-02-20,40kwh,0.5小时,5小时,1次（以车辆登记证为准）,蓝色,中大型SUV,-
2026-3,豹5 2023款 云辇旗舰版,0.96万公里／2024-03／南京／10年钻石会员,125km,,前置四驱,1.5T 194马力 L4 ,插电混动,自动,2025-3,23.88,32.87万,2025-03-06,32kwh,0.27小时,-小时,1次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-11,蔚来ES6 2020款 455KM 运动版,12.8万公里／2021-11／南京／8年钻石会员,455km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 435马力 ,纯电动,自动,2025-11,15.58,39.95万,2025-03-13,75kwh,0.6小时,11.5小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-10,Taycan 2020款 Taycan,4.5万公里／2021-10／南京／4年钻石会员,414km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 408马力 ,纯电动,自动,2025-10,53.80,96.39万,2025-03-03,79kwh,1.55小时,8小时,0次（以车辆登记证为准）,银/灰色,中大型车,-
2026-01,腾势X 2020款 PHEV旗舰版,5万公里／2022-01／南京／2年会员,100km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,双电机四驱,2.0T 192马力 L4 ,插电混动,自动,2025-01,11.58,34.71万,2024-12-03,24kwh,,,0次（以车辆登记证为准）,蓝色,中型SUV,-
2030-05,大众ID.3 2024款 出众版,1.9万公里／2024-05／南京／2年会员,450km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器,后置后驱,纯电动 170马力 ,纯电动,自动,2025-05,9.86,18.59万,2025-03-04,53kwh,0.67小时,8.5小时,1次（以车辆登记证为准）,白色,紧凑型车,-
2026-12,银河星舰7 EM-i 2025款 120km 启航+版,0.01万公里／2024-12／南京／9年会员,120km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 112马力 L4 ,插电混动,自动,2025-12,10.28,12.03万,2025-02-21,19kwh,0.33小时,-小时,0次（以车辆登记证为准）,黑色,紧凑型SUV,-
2025-11,AION RT 2025款 650智豪版,0.65万公里／2024-11／南京／1年黑金会员,650km,,前置前驱,纯电动 224马力 ,纯电动,自动,2025-11,11.20,14.74万,2025-03-01,68kwh,0.3小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型车,-
已过期,AION V 2024款 Plus 70 星耀版 磷酸铁锂,0.01万公里／未上牌／南京／9年会员,500km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/后排出风口,前置前驱,纯电动 245马力 ,纯电动,自动,已过期,13.50,17.36万,2024-12-23,68kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2025-01,智己LS7 2023款 100kWh Pro四驱版,3.5万公里／2023-01／南京／5年黄金会员,625km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 578马力 ,纯电动,自动,2025-01,20.80,49.91万,2024-12-09,100kwh,-小时,-小时,0次（以车辆登记证为准）,白色,中大型SUV,-
2025-05,海豚 2023款 420km 自由版,1.77万公里／2023-05／南京／2年会员,420km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置,前置前驱,纯电动 95马力 ,纯电动,自动,2025-05,7.42,12.68万,2025-03-08,45kwh,0.5小时,-小时,2次（以车辆登记证为准）,黑色,小型车,-
2026-12,宝骏云朵 2023款 460 Pro,0.01万公里／2024-12／南京／9年会员,460km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 136马力 ,纯电动,自动,2025-12,7.88,12.57万,2025-03-11,51kwh,-小时,-小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2025-01,蔚来ES6 2019款 420KM 运动版,19.8万公里／2021-01／南京／1年黄金会员,420km,,双电机四驱,纯电动 435马力 ,纯电动,自动,2025-01,11.58,38.86万,2025-02-19,70kwh,0.7小时,10小时,2次（以车辆登记证为准）,红/紫色,中型SUV,-
2025-04,极氪001 2023款 WE版 100kWh,3.19万公里／2023-04／南京／2年会员,741km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 272马力 ,纯电动,自动,2025-04,17.47,32.56万,2025-03-11,100kwh,-小时,-小时,1次（以车辆登记证为准）,白色,中大型车,-
2024-12,AION Y 2022款 70 智领版 磷酸铁锂,5.78万公里／2022-12／南京／2年会员,500km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 184马力 ,纯电动,自动,2024-12,7.25,16.02万,2025-03-07,64kwh,-小时,-小时,1次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-09,银河L6 2024款 125km PLUS 龙腾版,1.5万公里／2024-09／南京／12年黄金会员,125km,车道保持辅助系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,1.5T 163马力 L4 ,插电混动,自动,2025-09,8.26,12.57万,2025-03-02,0kwh,0.5小时,3小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2026-02,大众ID.3 2023款 升级款 纯净智享版,3.31万公里／2024-01／南京／2年会员,450km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器,后置后驱,纯电动 170马力 ,纯电动,自动,2026-01,9.27,17.67万,2025-03-07,53kwh,0.67小时,8.5小时,1次（以车辆登记证为准）,白色,紧凑型车,-
2025-05,丰田bZ3 2023款 616km 长续航PRO,5.94万公里／2023-05／南京／2年会员,616km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 245马力 ,纯电动,自动,2024-10,10.38,20.60万,2025-03-11,65kwh,0.45小时,9.5小时,3次（以车辆登记证为准）,白色,中型车,-
2025-03,大众ID.3 2023款 升级款 纯净智享版,0.4万公里／2023-03／南京／5年会员,450km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器,后置后驱,纯电动 170马力 ,纯电动,自动,2025-03,8.90,17.67万,2025-03-12,53kwh,0.67小时,8.5小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2026-12,大众ID.3 2024款 出众版,0.11万公里／2024-12／南京／2年会员,450km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器,后置后驱,纯电动 170马力 ,纯电动,自动,2025-12,10.35,18.59万,2025-03-06,53kwh,0.67小时,8.5小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2025-10,大众ID.3 2023款 升级款 纯净智享版,1.31万公里／2023-10／南京／2年会员,450km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器,后置后驱,纯电动 170马力 ,纯电动,自动,2025-10,8.99,17.67万,2025-03-09,53kwh,0.67小时,8.5小时,1次（以车辆登记证为准）,银/灰色,紧凑型车,-
2028-01,大众ID.3 2024款 出众版,0.58万公里／2024-01／南京／2年会员,450km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器,后置后驱,纯电动 170马力 ,纯电动,自动,2026-01,9.49,18.59万,2025-03-04,53kwh,0.67小时,8.5小时,0次（以车辆登记证为准）,黑色,紧凑型车,-
2025-06,Model Y 2022款 Performance高性能全轮驱动版,2.4万公里／2023-06／南京／2年会员,615km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 486马力 ,纯电动,自动,2025-06,23.29,37.98万,2025-03-04,78kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2026-01,小鹏P5 2024款 500Pro版,4.5万公里／2024-01／南京／1年黄金会员,500km,,前置前驱,纯电动 211马力 ,纯电动,自动,2026-01,8.88,18.98万,2025-02-21,55kwh,0.5小时,-小时,0次（以车辆登记证为准）,蓝色,紧凑型车,-
2028-01,极氪X 2024款 五座四驱版,0.66万公里／2024-01／南京／2年会员,512km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,双电机四驱,纯电动 428马力 ,纯电动,自动,2026-01,15.43,21.71万,2025-03-11,66kwh,-小时,-小时,1次（以车辆登记证为准）,绿色,紧凑型SUV,-
已过期,海狮07 EV 2024款 610智航版,0.01万公里／未上牌／南京／9年会员,610km,,后置后驱,纯电动 313马力 ,纯电动,自动,已过期,20.98,23.86万,2024-12-21,81kwh,0.42小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2028-01,极氪X 2024款 五座四驱版,0.66万公里／2024-01／南京／2年会员,512km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,双电机四驱,纯电动 428马力 ,纯电动,自动,2026-01,15.43,21.71万,2025-03-10,66kwh,-小时,-小时,1次（以车辆登记证为准）,绿色,紧凑型SUV,-
2027-01,极氪001 2022款 长续航双电机 WE版,1.5万公里／2023-01／南京／2年会员,536km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,双电机四驱,纯电动 544马力 ,纯电动,自动,2026-01,17.67,32.46万,2025-03-07,86kwh,-小时,-小时,1次（以车辆登记证为准）,黑色,中大型车,-
2026-02,小鹏P5 2024款 500Pro版,3.6万公里／2024-02／南京／1年黄金会员,500km,,前置前驱,纯电动 211马力 ,纯电动,自动,2025-02,9.28,18.98万,2025-01-22,55kwh,0.5小时,-小时,0次（以车辆登记证为准）,白色,紧凑型车,-
已过期,元PLUS 2024款 荣耀版 430KM 超越型,0.01万公里／未上牌／南京／9年会员,430km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 204马力 ,纯电动,自动,已过期,10.68,13.76万,2024-12-23,50kwh,0.5小时,7.13小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-12,小鹏G3 2021款 G3i 520G,1万公里／2022-12／南京／2年会员,520km,ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/后排出风口,前置前驱,纯电动 197马力 ,纯电动,自动,2025-12,8.05,19.74万,2025-03-04,66kwh,0.58小时,5.5小时,1次（以车辆登记证为准）,黑色,紧凑型SUV,-
2027-03,五菱缤果 2024款 333km 悦享款,0.01万公里／2025-03／南京／2年黄金会员,333km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/OTA升级,前置前驱,纯电动 68马力 ,纯电动,自动,2025-03,5.78,7.69万,2025-03-10,32kwh,0.58小时,9.5小时,0次（以车辆登记证为准）,白色,小型车,-
2025-3,问界M7 2024款 1.5T 智驾四驱Max版 5座,1.35万公里／2024-03／南京／1年黑金会员,210km,,双电机四驱,增程式 152马力 ,增程式,自动,2025-3,25.60,33.63万,2025-03-03,40kwh,0.5小时,5小时,0次（以车辆登记证为准）,银/灰色,中大型SUV,-
2026-3,微蓝6 2024款 430km 舒享版,0.75万公里／2024-03／南京／10年钻石会员,430km,,前置前驱,纯电动 177马力 ,纯电动,自动,2025-3,6.98,12.24万,2025-03-04,50kwh,0.5小时,8.5小时,1次（以车辆登记证为准）,白色,紧凑型车,-
2026-02,理想L9 2022款 Max,0.26万公里／2024-02／南京／8年会员,215km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 154马力 ,增程式,自动,2025-02,36.98,49.91万,2024-12-19,43kwh,0.5小时,6.5小时,0次（以车辆登记证为准）,黑色,大型SUV,-
2026-03,小鹏P5 2024款 500Pro版,3.77万公里／2024-03／南京／1年黄金会员,500km,,前置前驱,纯电动 211马力 ,纯电动,自动,2025-03,9.30,18.98万,2025-01-22,55kwh,0.5小时,-小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2025-02,AION S Plus 2023款 70 智领版 三元锂,2.3万公里／2023-02／南京／2年会员,510km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 204马力 ,纯电动,自动,2025-02,8.38,16.69万,2025-02-04,59kwh,0.7小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型车,-
2025-02,理想L8 2023款 Pro,10万公里／2023-02／南京／2年钻石会员,210km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 154马力 ,增程式,自动,2025-02,21.88,39.06万,2025-02-15,41kwh,0.5小时,6.5小时,1次（以车辆登记证为准）,绿色,中大型SUV,-
2024-9,宋Pro新能源 2023款 冠军版 DM-i 110KM卓越型,2.87万公里／2023-09／南京／2年黑金会员,85km,,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2024-9,8.68,17.35万,2025-03-05,18kwh,-小时,-小时,1次（以车辆登记证为准）,蓝色,紧凑型SUV,-
2025-09,蔚来ET5 2022款 75kWh,1.38万公里／2023-09／南京／2年会员,560km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-09,25.15,32.35万,2025-03-11,75kwh,0.5小时,-小时,2次（以车辆登记证为准）,蓝色,中型车,-
2025-05,宝马i3 2023款 eDrive 40 L 曜夜套装,0.88万公里／2023-05／南京／2年会员,592km,主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 340马力 ,纯电动,自动,2025-05,19.29,41.67万,2025-03-13,79kwh,0.68小时,7.5小时,0次（以车辆登记证为准）,黑色,中型车,-
2027-01,蔚来ET5 2022款 75kWh,6.6万公里／2023-01／南京／1年黄金会员,560km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2026-01,13.48,32.35万,2025-02-23,75kwh,0.5小时,-小时,1次（以车辆登记证为准）,蓝色,中型车,-
已过期,问界M5 2023款 增程四驱智驾版,0.01万公里／未上牌／南京／9年会员,230km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,增程式 152马力 ,增程式,自动,已过期,21.98,32.54万,2024-12-23,40kwh,0.5小时,5小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2026-04,小鹏P5 2024款 500Pro版,2.2万公里／2024-04／南京／1年黄金会员,500km,,前置前驱,纯电动 211马力 ,纯电动,自动,2025-04,8.98,18.98万,2025-03-12,55kwh,0.5小时,-小时,0次（以车辆登记证为准）,黑色,紧凑型车,-
2026-09,阿维塔07 2024款 Max增程版,1.3万公里／2024-09／南京／9年钻石会员,230km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,增程式 156马力 ,增程式,自动,2025-09,19.80,26.04万,2025-03-04,39kwh,0.25小时,7小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-03,唐新能源 2021款 DM-i 112KM 尊荣型,7.3万公里／2022-03／南京／9年会员,112km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2025-03,9.98,24.62万,2025-02-28,22kwh,-小时,-小时,0次（以车辆登记证为准）,白色,中型SUV,-
2025-04,宝马i3 2022款 eDrive 35 L,4.28万公里／2023-04／南京／2年会员,526km,主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2025-04,15.65,38.41万,2025-03-04,70kwh,0.68小时,6.75小时,1次（以车辆登记证为准）,黑色,中型车,-
2026-12,Model Y 2024款 后轮驱动版,1万公里／2024-12／南京／2年会员,554km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2025-12,19.84,27.13万,2025-02-25,60kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2025-06,问界M5 2023款 增程四驱智驾版,2.8万公里／2023-06／南京／1年黄金会员,230km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,增程式 152马力 ,增程式,自动,2025-06,17.98,32.54万,2025-03-07,40kwh,0.5小时,5小时,0次（以车辆登记证为准）,蓝色,中型SUV,-
2025-12,大众ID.7 VIZZION 2024款 首发版,1.43万公里／2023-12／南京／2年会员,642km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/转向辅助灯/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,纯电动 204马力 ,纯电动,自动,2025-12,13.80,25.04万,2025-03-04,85kwh,-小时,-小时,1次（以车辆登记证为准）,银/灰色,中型车,-
